client_id,age,job,marital,education,credit_default,mortgage
13178,13178,34,blue-collar,married,basic_9y,0.0,1.0
13179,13179,41,technician,single,university_degree,0.0,1.0
13180,13180,43,blue-collar,married,basic_6y,0.0,0.0
13181,13181,30,admin_,married,high_school,0.0,1.0
13182,13182,34,admin_,single,high_school,0.0,1.0
13183,13183,34,admin_,single,high_school,0.0,0.0
13184,13184,34,admin_,single,high_school,0.0,1.0
13185,13185,31,technician,married,professional_course,0.0,1.0
13186,13186,42,technician,married,high_school,0.0,1.0
13187,13187,48,entrepreneur,married,university_degree,0.0,1.0
13188,13188,34,blue-collar,married,basic_9y,0.0,1.0
13189,13189,24,blue-collar,married,basic_9y,0.0,
13190,13190,26,services,single,high_school,0.0,
13191,13191,54,management,married,university_degree,0.0,1.0
13192,13192,59,blue-collar,divorced,basic_9y,0.0,0.0
13193,13193,36,blue-collar,married,basic_6y,0.0,1.0
13194,13194,27,admin_,single,university_degree,0.0,0.0
13195,13195,51,technician,married,university_degree,,1.0
13196,13196,36,blue-collar,married,basic_6y,0.0,0.0
13197,13197,40,blue-collar,divorced,basic_9y,0.0,1.0
13198,13198,51,technician,married,university_degree,,1.0
13199,13199,27,admin_,single,university_degree,0.0,1.0
13200,13200,51,technician,married,university_degree,,1.0
13201,13201,27,admin_,single,university_degree,0.0,0.0
13202,13202,32,blue-collar,married,basic_4y,,1.0
13203,13203,32,blue-collar,married,basic_4y,,0.0
13204,13204,32,blue-collar,married,basic_4y,,1.0
13205,13205,33,services,married,basic_9y,,1.0
13206,13206,28,services,single,high_school,0.0,1.0
13207,13207,32,blue-collar,married,basic_4y,,0.0
13208,13208,31,management,single,university_degree,0.0,1.0
13209,13209,39,entrepreneur,divorced,basic_4y,0.0,0.0
13210,13210,49,blue-collar,married,basic_4y,,1.0
13211,13211,44,unemployed,married,basic_9y,,0.0
13212,13212,40,admin_,married,professional_course,0.0,0.0
13213,13213,30,blue-collar,married,high_school,,1.0
13214,13214,30,blue-collar,married,high_school,,0.0
13215,13215,31,admin_,married,university_degree,0.0,0.0
13216,13216,36,admin_,married,university_degree,0.0,1.0
13217,13217,31,management,single,university_degree,0.0,0.0
13218,13218,32,blue-collar,married,basic_4y,,0.0
13219,13219,31,technician,divorced,professional_course,0.0,
13220,13220,31,technician,divorced,professional_course,0.0,0.0
13221,13221,24,blue-collar,single,basic_4y,0.0,0.0
13222,13222,44,unemployed,married,basic_9y,,0.0
13223,13223,31,technician,divorced,professional_course,0.0,1.0
13224,13224,31,technician,divorced,professional_course,0.0,1.0
13225,13225,28,technician,married,university_degree,0.0,1.0
13226,13226,44,unemployed,married,basic_9y,,1.0
13227,13227,31,blue-collar,married,basic_9y,0.0,1.0
13228,13228,28,technician,married,university_degree,0.0,1.0
13229,13229,37,technician,single,professional_course,,0.0
13230,13230,26,blue-collar,single,basic_4y,0.0,1.0
13231,13231,34,blue-collar,married,basic_6y,,0.0
13232,13232,55,admin_,divorced,high_school,0.0,0.0
13233,13233,55,admin_,divorced,high_school,0.0,1.0
13234,13234,32,technician,married,university_degree,0.0,1.0
13235,13235,45,blue-collar,divorced,basic_4y,0.0,0.0
13236,13236,45,blue-collar,divorced,basic_4y,0.0,1.0
13237,13237,43,admin_,married,university_degree,,1.0
13238,13238,33,admin_,married,high_school,0.0,1.0
13239,13239,52,retired,married,professional_course,0.0,1.0
13240,13240,45,blue-collar,divorced,basic_4y,0.0,1.0
13241,13241,28,blue-collar,single,professional_course,0.0,1.0
13242,13242,23,blue-collar,married,basic_9y,,1.0
13243,13243,37,blue-collar,single,basic_4y,0.0,1.0
13244,13244,52,blue-collar,divorced,basic_9y,0.0,1.0
13245,13245,33,admin_,single,university_degree,0.0,1.0
13246,13246,44,technician,married,high_school,0.0,0.0
13247,13247,44,technician,married,high_school,0.0,1.0
13248,13248,52,management,married,professional_course,0.0,0.0
13249,13249,26,technician,married,university_degree,0.0,1.0
13250,13250,36,admin_,divorced,high_school,0.0,1.0
13251,13251,26,blue-collar,married,basic_9y,0.0,0.0
13252,13252,34,admin_,single,university_degree,0.0,1.0
13253,13253,49,blue-collar,single,basic_4y,,0.0
13254,13254,34,admin_,single,university_degree,0.0,1.0
13255,13255,46,housemaid,married,basic_4y,0.0,0.0
13256,13256,41,blue-collar,married,basic_4y,0.0,1.0
13257,13257,42,blue-collar,married,basic_9y,,1.0
13258,13258,51,admin_,married,university_degree,0.0,1.0
13259,13259,29,technician,married,professional_course,0.0,1.0
13260,13260,40,blue-collar,married,basic_4y,,
13261,13261,47,blue-collar,married,basic_4y,0.0,0.0
13262,13262,31,blue-collar,married,basic_9y,0.0,1.0
13263,13263,31,blue-collar,married,basic_9y,0.0,0.0
13264,13264,31,housemaid,married,basic_9y,0.0,1.0
13265,13265,50,admin_,single,high_school,0.0,1.0
13266,13266,25,blue-collar,single,basic_9y,,1.0
13267,13267,26,admin_,married,high_school,0.0,1.0
13268,13268,22,student,single,high_school,0.0,0.0
13269,13269,31,blue-collar,married,basic_9y,0.0,1.0
13270,13270,32,technician,single,university_degree,0.0,0.0
13271,13271,31,admin_,single,high_school,0.0,0.0
13272,13272,43,admin_,married,university_degree,0.0,1.0
13273,13273,41,blue-collar,single,basic_4y,,
13274,13274,40,unemployed,married,university_degree,,1.0
13275,13275,40,unemployed,married,university_degree,,1.0
13276,13276,31,blue-collar,married,basic_9y,0.0,1.0
13277,13277,36,admin_,divorced,university_degree,0.0,1.0
13278,13278,55,retired,married,basic_9y,,
13279,13279,44,admin_,married,high_school,0.0,1.0
13280,13280,23,unemployed,single,university_degree,0.0,1.0
13281,13281,26,blue-collar,single,basic_9y,0.0,0.0
13282,13282,44,admin_,married,high_school,0.0,1.0
13283,13283,29,services,divorced,high_school,0.0,1.0
13284,13284,25,housemaid,single,high_school,0.0,0.0
13285,13285,54,management,married,university_degree,0.0,0.0
13286,13286,26,admin_,single,high_school,0.0,1.0
13287,13287,52,services,married,high_school,0.0,0.0
13288,13288,29,technician,married,professional_course,0.0,1.0
13289,13289,50,admin_,single,high_school,0.0,1.0
13290,13290,32,admin_,single,university_degree,0.0,0.0
13291,13291,32,admin_,divorced,high_school,0.0,0.0
13292,13292,29,services,divorced,high_school,0.0,1.0
13293,13293,44,admin_,married,high_school,0.0,0.0
13294,13294,24,services,single,high_school,0.0,1.0
13295,13295,28,entrepreneur,married,university_degree,0.0,0.0
13296,13296,28,entrepreneur,married,university_degree,0.0,0.0
13297,13297,39,technician,married,professional_course,0.0,1.0
13298,13298,39,services,married,basic_9y,0.0,0.0
13299,13299,32,technician,single,university_degree,0.0,1.0
13300,13300,40,admin_,married,high_school,0.0,0.0
13301,13301,27,blue-collar,married,basic_4y,0.0,1.0
13302,13302,36,technician,married,professional_course,0.0,1.0
13303,13303,31,admin_,single,high_school,0.0,0.0
13304,13304,51,management,married,university_degree,,1.0
13305,13305,29,admin_,married,university_degree,0.0,1.0
13306,13306,33,admin_,single,university_degree,0.0,1.0
13307,13307,28,technician,single,university_degree,0.0,0.0
13308,13308,41,self-employed,married,basic_4y,,0.0
13309,13309,29,admin_,married,university_degree,0.0,1.0
13310,13310,35,management,married,university_degree,0.0,0.0
13311,13311,26,services,married,high_school,0.0,
13312,13312,51,housemaid,married,basic_4y,0.0,0.0
13313,13313,30,blue-collar,married,basic_9y,0.0,0.0
13314,13314,25,blue-collar,married,basic_9y,0.0,0.0
13315,13315,30,blue-collar,married,basic_9y,0.0,1.0
13316,13316,28,services,married,high_school,0.0,1.0
13317,13317,37,blue-collar,married,basic_6y,,0.0
13318,13318,55,management,divorced,basic_6y,,1.0
13319,13319,37,blue-collar,married,basic_6y,,1.0
13320,13320,37,blue-collar,married,basic_6y,,0.0
13321,13321,28,blue-collar,married,basic_4y,,0.0
13322,13322,39,technician,married,professional_course,0.0,1.0
13323,13323,44,housemaid,married,basic_4y,,1.0
13324,13324,45,self-employed,married,basic_9y,0.0,1.0
13325,13325,28,services,single,university_degree,0.0,1.0
13326,13326,34,technician,married,professional_course,0.0,1.0
13327,13327,45,self-employed,married,basic_9y,0.0,1.0
13328,13328,30,admin_,married,university_degree,0.0,1.0
13329,13329,39,technician,married,professional_course,0.0,1.0
13330,13330,56,blue-collar,married,professional_course,0.0,1.0
13331,13331,26,blue-collar,single,basic_9y,0.0,1.0
13332,13332,37,entrepreneur,divorced,university_degree,0.0,1.0
13333,13333,34,blue-collar,single,high_school,0.0,0.0
13334,13334,37,entrepreneur,divorced,university_degree,0.0,0.0
13335,13335,29,management,single,high_school,0.0,1.0
13336,13336,27,admin_,married,university_degree,0.0,0.0
13337,13337,26,management,single,university_degree,,1.0
13338,13338,30,blue-collar,married,basic_9y,0.0,1.0
13339,13339,32,admin_,single,high_school,0.0,1.0
13340,13340,45,technician,married,professional_course,0.0,1.0
13341,13341,39,admin_,divorced,high_school,,1.0
13342,13342,29,admin_,single,high_school,0.0,1.0
13343,13343,30,blue-collar,married,basic_9y,0.0,0.0
13344,13344,39,housemaid,married,basic_4y,0.0,0.0
13345,13345,39,housemaid,married,basic_4y,0.0,0.0
13346,13346,33,services,married,high_school,,1.0
13347,13347,45,blue-collar,divorced,professional_course,,0.0
13348,13348,45,blue-collar,divorced,professional_course,,1.0
13349,13349,34,self-employed,single,university_degree,0.0,1.0
13350,13350,26,services,single,university_degree,0.0,1.0
13351,13351,35,technician,single,high_school,0.0,1.0
13352,13352,39,services,married,basic_6y,,1.0
13353,13353,52,housemaid,married,basic_4y,0.0,0.0
13354,13354,25,services,single,high_school,0.0,0.0
13355,13355,36,admin_,divorced,high_school,0.0,1.0
13356,13356,39,admin_,married,basic_9y,,0.0
13357,13357,36,admin_,married,university_degree,0.0,1.0
13358,13358,39,admin_,married,basic_9y,,0.0
13359,13359,39,entrepreneur,divorced,basic_4y,0.0,1.0
13360,13360,49,services,married,high_school,0.0,0.0
13361,13361,41,admin_,divorced,high_school,0.0,0.0
13362,13362,24,technician,single,professional_course,0.0,1.0
13363,13363,29,technician,married,professional_course,0.0,0.0
13364,13364,60,unknown,married,basic_4y,,1.0
13365,13365,42,blue-collar,married,basic_6y,0.0,1.0
13366,13366,42,unemployed,married,high_school,0.0,0.0
13367,13367,40,services,married,high_school,0.0,0.0
13368,13368,34,blue-collar,married,basic_4y,0.0,1.0
13369,13369,38,blue-collar,single,university_degree,0.0,0.0
13370,13370,29,entrepreneur,married,professional_course,0.0,0.0
13371,13371,38,blue-collar,single,university_degree,0.0,1.0
13372,13372,34,blue-collar,married,basic_4y,0.0,0.0
13373,13373,28,technician,single,university_degree,0.0,1.0
13374,13374,33,admin_,single,university_degree,0.0,1.0
13375,13375,36,blue-collar,married,high_school,0.0,1.0
13376,13376,32,self-employed,single,university_degree,0.0,0.0
13377,13377,34,management,married,university_degree,,0.0
13378,13378,29,services,single,high_school,0.0,1.0
13379,13379,38,services,married,high_school,,0.0
13380,13380,57,blue-collar,married,basic_9y,0.0,0.0
13381,13381,27,blue-collar,single,basic_9y,0.0,1.0
13382,13382,57,blue-collar,married,basic_9y,0.0,1.0
13383,13383,57,blue-collar,married,basic_9y,0.0,1.0
13384,13384,57,housemaid,married,university_degree,0.0,1.0
13385,13385,21,blue-collar,single,basic_9y,0.0,0.0
13386,13386,21,blue-collar,single,basic_9y,0.0,
13387,13387,21,blue-collar,single,basic_9y,0.0,
13388,13388,57,housemaid,married,university_degree,0.0,0.0
13389,13389,30,admin_,married,university_degree,0.0,0.0
13390,13390,34,blue-collar,married,basic_4y,0.0,1.0
13391,13391,27,technician,single,university_degree,0.0,1.0
13392,13392,40,blue-collar,married,basic_6y,0.0,1.0
13393,13393,34,blue-collar,single,basic_9y,0.0,0.0
13394,13394,27,blue-collar,single,basic_4y,0.0,1.0
13395,13395,30,technician,single,university_degree,0.0,0.0
13396,13396,53,admin_,divorced,university_degree,0.0,1.0
13397,13397,33,blue-collar,married,basic_6y,0.0,0.0
13398,13398,60,blue-collar,married,basic_4y,,0.0
13399,13399,33,blue-collar,married,basic_6y,0.0,0.0
13400,13400,60,blue-collar,married,basic_4y,,0.0
13401,13401,40,blue-collar,married,basic_4y,,1.0
13402,13402,39,technician,single,high_school,0.0,1.0
13403,13403,34,admin_,married,high_school,0.0,1.0
13404,13404,34,admin_,married,high_school,0.0,0.0
13405,13405,34,admin_,married,high_school,0.0,0.0
13406,13406,34,admin_,married,high_school,0.0,1.0
13407,13407,20,admin_,single,high_school,0.0,0.0
13408,13408,57,blue-collar,married,basic_4y,,1.0
13409,13409,34,admin_,married,high_school,0.0,0.0
13410,13410,41,unemployed,single,high_school,0.0,0.0
13411,13411,24,management,married,university_degree,0.0,
13412,13412,41,unemployed,single,high_school,0.0,1.0
13413,13413,27,unemployed,married,basic_6y,,0.0
13414,13414,28,admin_,single,university_degree,,1.0
13415,13415,25,technician,married,university_degree,0.0,
13416,13416,34,admin_,married,university_degree,0.0,0.0
13417,13417,27,blue-collar,single,basic_4y,0.0,1.0
13418,13418,29,technician,married,professional_course,0.0,0.0
13419,13419,32,admin_,married,university_degree,0.0,0.0
13420,13420,46,technician,married,university_degree,0.0,
13421,13421,39,technician,married,professional_course,0.0,1.0
13422,13422,46,technician,married,university_degree,0.0,0.0
13423,13423,52,retired,married,basic_9y,0.0,0.0
13424,13424,27,technician,divorced,professional_course,0.0,1.0
13425,13425,28,blue-collar,single,basic_9y,0.0,0.0
13426,13426,27,technician,single,university_degree,0.0,1.0
13427,13427,33,admin_,married,high_school,0.0,0.0
13428,13428,40,blue-collar,divorced,basic_9y,0.0,0.0
13429,13429,27,technician,single,high_school,0.0,0.0
13430,13430,57,entrepreneur,married,university_degree,0.0,0.0
13431,13431,58,retired,married,basic_4y,0.0,0.0
13432,13432,36,services,single,high_school,0.0,0.0
13433,13433,32,admin_,single,university_degree,0.0,0.0
13434,13434,33,technician,married,university_degree,0.0,0.0
13435,13435,51,blue-collar,divorced,basic_4y,0.0,1.0
13436,13436,57,blue-collar,married,basic_4y,,1.0
13437,13437,48,technician,single,professional_course,0.0,1.0
13438,13438,28,blue-collar,single,professional_course,0.0,0.0
13439,13439,55,management,divorced,basic_6y,,0.0
13440,13440,54,management,married,university_degree,0.0,1.0
13441,13441,31,admin_,married,university_degree,0.0,1.0
13442,13442,47,admin_,married,university_degree,0.0,0.0
13443,13443,35,technician,single,university_degree,0.0,0.0
13444,13444,44,unemployed,married,basic_9y,,1.0
13445,13445,56,blue-collar,married,basic_4y,,0.0
13446,13446,56,blue-collar,married,basic_4y,,1.0
13447,13447,32,technician,single,university_degree,0.0,1.0
13448,13448,45,technician,married,professional_course,0.0,0.0
13449,13449,28,technician,single,university_degree,0.0,1.0
13450,13450,31,admin_,single,high_school,,0.0
13451,13451,27,admin_,married,university_degree,0.0,0.0
13452,13452,25,blue-collar,single,basic_9y,,1.0
13453,13453,31,admin_,single,high_school,,
13454,13454,38,technician,married,professional_course,0.0,0.0
13455,13455,42,admin_,married,university_degree,0.0,0.0
13456,13456,36,technician,divorced,basic_9y,0.0,0.0
13457,13457,39,blue-collar,married,basic_6y,,1.0
13458,13458,41,admin_,married,basic_9y,0.0,1.0
13459,13459,36,technician,divorced,basic_9y,0.0,0.0
13460,13460,27,admin_,single,university_degree,0.0,0.0
13461,13461,45,technician,married,professional_course,,0.0
13462,13462,51,blue-collar,married,basic_4y,,0.0
13463,13463,36,technician,divorced,basic_9y,0.0,1.0
13464,13464,25,services,single,university_degree,0.0,1.0
13465,13465,53,services,divorced,basic_4y,,1.0
13466,13466,53,services,divorced,basic_4y,,1.0
13467,13467,52,blue-collar,divorced,basic_9y,0.0,0.0
13468,13468,51,blue-collar,married,basic_4y,,1.0
13469,13469,54,housemaid,married,basic_4y,0.0,0.0
13470,13470,26,services,married,high_school,0.0,1.0
13471,13471,30,services,single,high_school,0.0,0.0
13472,13472,27,retired,single,basic_9y,0.0,0.0
13473,13473,32,blue-collar,married,basic_4y,,1.0
13474,13474,32,admin_,divorced,university_degree,0.0,0.0
13475,13475,32,admin_,divorced,university_degree,0.0,1.0
13476,13476,33,blue-collar,married,basic_4y,0.0,0.0
13477,13477,31,blue-collar,married,basic_4y,0.0,0.0
13478,13478,32,admin_,divorced,university_degree,0.0,1.0
13479,13479,44,blue-collar,married,basic_6y,,0.0
13480,13480,48,blue-collar,married,basic_9y,,1.0
13481,13481,40,blue-collar,married,basic_4y,,1.0
13482,13482,57,retired,married,basic_4y,0.0,1.0
13483,13483,31,blue-collar,divorced,basic_9y,0.0,1.0
13484,13484,40,blue-collar,married,basic_4y,,0.0
13485,13485,40,blue-collar,married,basic_4y,,1.0
13486,13486,40,blue-collar,married,basic_4y,,1.0
13487,13487,40,blue-collar,married,basic_4y,,1.0
13488,13488,40,blue-collar,married,basic_4y,,1.0
13489,13489,27,admin_,married,high_school,0.0,0.0
13490,13490,27,admin_,married,high_school,0.0,1.0
13491,13491,31,technician,single,university_degree,0.0,0.0
13492,13492,30,services,married,high_school,0.0,0.0
13493,13493,26,admin_,single,high_school,0.0,0.0
13494,13494,51,unemployed,married,professional_course,,1.0
13495,13495,55,housemaid,married,basic_4y,0.0,0.0
13496,13496,57,technician,divorced,professional_course,0.0,1.0
13497,13497,50,management,married,university_degree,0.0,0.0
13498,13498,39,blue-collar,married,basic_9y,0.0,1.0
13499,13499,39,blue-collar,married,basic_9y,0.0,1.0
13500,13500,27,technician,single,professional_course,0.0,1.0
13501,13501,57,retired,divorced,high_school,0.0,1.0
13502,13502,34,technician,single,university_degree,0.0,1.0
13503,13503,34,technician,single,university_degree,0.0,1.0
13504,13504,34,technician,single,university_degree,0.0,1.0
13505,13505,48,technician,divorced,professional_course,0.0,1.0
13506,13506,28,admin_,single,university_degree,0.0,0.0
13507,13507,34,blue-collar,married,basic_9y,0.0,1.0
13508,13508,50,management,married,university_degree,0.0,1.0
13509,13509,36,admin_,single,high_school,0.0,0.0
13510,13510,36,admin_,single,high_school,0.0,1.0
13511,13511,46,admin_,divorced,university_degree,,1.0
13512,13512,36,services,married,high_school,0.0,0.0
13513,13513,36,services,married,high_school,0.0,
13514,13514,48,technician,married,basic_9y,0.0,0.0
13515,13515,25,blue-collar,married,basic_9y,0.0,0.0
13516,13516,27,blue-collar,single,basic_9y,0.0,1.0
13517,13517,37,technician,divorced,university_degree,0.0,0.0
13518,13518,34,technician,single,university_degree,0.0,1.0
13519,13519,55,services,married,high_school,0.0,0.0
13520,13520,33,technician,married,professional_course,0.0,1.0
13521,13521,49,admin_,divorced,university_degree,0.0,0.0
13522,13522,36,blue-collar,married,basic_9y,,1.0
13523,13523,36,blue-collar,married,basic_9y,,0.0
13524,13524,36,blue-collar,married,basic_9y,,0.0
13525,13525,36,blue-collar,married,basic_9y,,1.0
13526,13526,23,blue-collar,single,basic_9y,0.0,0.0
13527,13527,36,blue-collar,married,basic_9y,,1.0
13528,13528,36,blue-collar,married,basic_9y,,1.0
13529,13529,36,blue-collar,married,basic_9y,,1.0
13530,13530,36,blue-collar,married,basic_9y,,0.0
13531,13531,33,blue-collar,single,basic_6y,0.0,0.0
13532,13532,31,services,married,high_school,0.0,1.0
13533,13533,42,blue-collar,married,basic_6y,,0.0
13534,13534,40,blue-collar,divorced,basic_9y,,1.0
13535,13535,40,blue-collar,divorced,basic_9y,,0.0
13536,13536,46,admin_,divorced,university_degree,,1.0
13537,13537,56,admin_,married,basic_4y,,1.0
13538,13538,34,technician,married,university_degree,0.0,0.0
13539,13539,31,blue-collar,married,basic_9y,0.0,1.0
13540,13540,36,blue-collar,married,basic_9y,0.0,1.0
13541,13541,31,blue-collar,married,basic_9y,0.0,1.0
13542,13542,32,technician,married,professional_course,0.0,1.0
13543,13543,32,blue-collar,divorced,basic_9y,0.0,0.0
13544,13544,31,admin_,divorced,high_school,0.0,0.0
13545,13545,35,admin_,single,university_degree,,0.0
13546,13546,46,admin_,divorced,university_degree,,1.0
13547,13547,49,blue-collar,married,basic_9y,0.0,0.0
13548,13548,25,services,single,professional_course,0.0,1.0
13549,13549,49,blue-collar,married,basic_9y,0.0,1.0
13550,13550,32,services,single,basic_9y,0.0,1.0
13551,13551,35,admin_,single,university_degree,,0.0
13552,13552,33,technician,married,university_degree,0.0,1.0
13553,13553,34,blue-collar,divorced,basic_9y,0.0,1.0
13554,13554,25,technician,single,professional_course,0.0,1.0
13555,13555,38,housemaid,married,high_school,0.0,0.0
13556,13556,46,admin_,divorced,university_degree,,1.0
13557,13557,39,blue-collar,married,basic_6y,0.0,0.0
13558,13558,38,housemaid,married,high_school,0.0,0.0
13559,13559,25,technician,single,professional_course,0.0,1.0
13560,13560,30,admin_,married,high_school,,0.0
13561,13561,23,blue-collar,single,high_school,0.0,0.0
13562,13562,29,student,single,university_degree,0.0,0.0
13563,13563,36,blue-collar,married,basic_4y,0.0,0.0
13564,13564,29,admin_,single,university_degree,0.0,0.0
13565,13565,29,student,single,university_degree,0.0,1.0
13566,13566,29,student,single,university_degree,0.0,1.0
13567,13567,25,admin_,single,high_school,0.0,1.0
13568,13568,25,admin_,single,high_school,0.0,0.0
13569,13569,25,admin_,single,high_school,0.0,0.0
13570,13570,54,retired,married,high_school,0.0,1.0
13571,13571,59,management,married,university_degree,,0.0
13572,13572,39,blue-collar,single,basic_4y,,0.0
13573,13573,42,blue-collar,married,basic_4y,0.0,0.0
13574,13574,32,blue-collar,married,basic_9y,0.0,0.0
13575,13575,54,unemployed,married,university_degree,,0.0
13576,13576,29,admin_,married,university_degree,0.0,0.0
13577,13577,37,technician,married,university_degree,,0.0
13578,13578,41,blue-collar,married,basic_9y,0.0,1.0
13579,13579,30,self-employed,married,university_degree,0.0,1.0
13580,13580,28,admin_,married,high_school,0.0,0.0
13581,13581,38,services,divorced,high_school,0.0,0.0
13582,13582,26,technician,married,professional_course,0.0,0.0
13583,13583,25,technician,married,professional_course,0.0,0.0
13584,13584,32,services,married,high_school,0.0,0.0
13585,13585,26,technician,married,professional_course,0.0,1.0
13586,13586,27,technician,married,professional_course,0.0,1.0
13587,13587,46,admin_,divorced,university_degree,,0.0
13588,13588,46,management,married,high_school,,0.0
13589,13589,46,management,married,high_school,,1.0
13590,13590,25,technician,single,professional_course,0.0,1.0
13591,13591,31,management,single,university_degree,0.0,1.0
13592,13592,46,management,married,high_school,,1.0
13593,13593,36,admin_,divorced,university_degree,,1.0
13594,13594,36,admin_,divorced,university_degree,,0.0
13595,13595,43,blue-collar,single,basic_9y,0.0,1.0
13596,13596,42,admin_,single,university_degree,0.0,1.0
13597,13597,27,technician,single,professional_course,0.0,0.0
13598,13598,31,student,married,high_school,0.0,0.0
13599,13599,51,admin_,married,university_degree,0.0,1.0
13600,13600,30,blue-collar,single,basic_9y,0.0,1.0
13601,13601,58,services,married,high_school,,0.0
13602,13602,33,technician,single,professional_course,0.0,0.0
13603,13603,32,admin_,single,university_degree,0.0,1.0
13604,13604,32,admin_,single,university_degree,0.0,1.0
13605,13605,38,blue-collar,single,basic_6y,0.0,1.0
13606,13606,32,admin_,single,university_degree,0.0,0.0
13607,13607,32,blue-collar,married,basic_4y,0.0,1.0
13608,13608,29,technician,single,university_degree,0.0,0.0
13609,13609,32,admin_,single,university_degree,0.0,0.0
13610,13610,32,technician,single,university_degree,0.0,1.0
13611,13611,30,technician,single,professional_course,0.0,1.0
13612,13612,32,technician,single,university_degree,0.0,1.0
13613,13613,32,technician,single,university_degree,0.0,1.0
13614,13614,25,admin_,single,high_school,0.0,1.0
13615,13615,25,admin_,single,high_school,0.0,1.0
13616,13616,34,student,divorced,basic_6y,0.0,1.0
13617,13617,51,blue-collar,married,basic_4y,,1.0
13618,13618,54,blue-collar,married,basic_9y,,1.0
13619,13619,46,admin_,divorced,university_degree,,1.0
13620,13620,57,management,married,basic_4y,,0.0
13621,13621,34,technician,married,high_school,0.0,0.0
13622,13622,29,blue-collar,married,basic_9y,0.0,0.0
13623,13623,32,admin_,single,university_degree,0.0,0.0
13624,13624,45,management,married,university_degree,0.0,0.0
13625,13625,34,technician,married,high_school,0.0,1.0
13626,13626,39,unemployed,married,basic_4y,,0.0
13627,13627,42,blue-collar,married,basic_9y,0.0,0.0
13628,13628,39,blue-collar,married,basic_6y,,0.0
13629,13629,51,admin_,married,professional_course,0.0,1.0
13630,13630,51,admin_,married,professional_course,0.0,0.0
13631,13631,34,technician,married,high_school,0.0,0.0
13632,13632,34,technician,married,high_school,0.0,1.0
13633,13633,54,blue-collar,divorced,basic_4y,,1.0
13634,13634,27,blue-collar,married,high_school,0.0,1.0
13635,13635,54,blue-collar,divorced,basic_4y,,0.0
13636,13636,29,admin_,married,university_degree,,0.0
13637,13637,54,blue-collar,divorced,basic_4y,,0.0
13638,13638,40,technician,married,basic_9y,0.0,1.0
13639,13639,25,technician,married,university_degree,0.0,0.0
13640,13640,26,admin_,married,university_degree,0.0,1.0
13641,13641,28,admin_,single,high_school,0.0,1.0
13642,13642,27,technician,married,professional_course,0.0,1.0
13643,13643,31,blue-collar,single,basic_4y,0.0,1.0
13644,13644,29,blue-collar,single,basic_6y,0.0,0.0
13645,13645,31,self-employed,married,basic_9y,0.0,0.0
13646,13646,25,blue-collar,married,basic_9y,0.0,0.0
13647,13647,41,admin_,married,np.NaN,0.0,0.0
13648,13648,25,blue-collar,single,basic_9y,0.0,0.0
13649,13649,30,blue-collar,married,professional_course,0.0,0.0
13650,13650,30,services,single,high_school,0.0,0.0
13651,13651,39,admin_,married,high_school,0.0,1.0
13652,13652,39,self-employed,married,basic_9y,0.0,0.0
13653,13653,39,blue-collar,married,university_degree,0.0,0.0
13654,13654,40,retired,divorced,basic_4y,0.0,0.0
13655,13655,29,blue-collar,single,basic_9y,0.0,1.0
13656,13656,39,blue-collar,married,university_degree,0.0,1.0
13657,13657,34,services,single,high_school,0.0,0.0
13658,13658,31,blue-collar,single,basic_4y,0.0,1.0
13659,13659,38,technician,single,professional_course,0.0,1.0
13660,13660,30,blue-collar,single,basic_9y,0.0,1.0
13661,13661,30,blue-collar,single,basic_9y,0.0,1.0
13662,13662,30,blue-collar,married,basic_9y,0.0,1.0
13663,13663,30,blue-collar,single,basic_9y,0.0,1.0
13664,13664,27,admin_,single,university_degree,0.0,1.0
13665,13665,33,self-employed,married,basic_9y,,0.0
13666,13666,27,technician,married,professional_course,0.0,0.0
13667,13667,33,self-employed,married,basic_9y,,1.0
13668,13668,31,blue-collar,single,basic_4y,0.0,1.0
13669,13669,32,technician,married,basic_6y,,1.0
13670,13670,33,self-employed,married,basic_9y,,0.0
13671,13671,33,self-employed,married,basic_9y,,1.0
13672,13672,31,blue-collar,single,basic_4y,0.0,1.0
13673,13673,33,self-employed,married,basic_9y,,0.0
13674,13674,33,self-employed,married,basic_9y,,1.0
13675,13675,27,technician,single,university_degree,0.0,0.0
13676,13676,32,services,divorced,high_school,0.0,1.0
13677,13677,24,services,married,high_school,0.0,0.0
13678,13678,41,blue-collar,single,basic_4y,0.0,1.0
13679,13679,45,blue-collar,divorced,high_school,,1.0
13680,13680,24,admin_,single,high_school,0.0,1.0
13681,13681,45,blue-collar,divorced,high_school,,0.0
13682,13682,30,blue-collar,married,basic_9y,,1.0
13683,13683,30,blue-collar,married,basic_9y,,0.0
13684,13684,54,blue-collar,married,high_school,0.0,0.0
13685,13685,28,admin_,single,high_school,0.0,0.0
13686,13686,31,technician,single,university_degree,0.0,1.0
13687,13687,30,entrepreneur,single,university_degree,0.0,0.0
13688,13688,30,admin_,single,basic_9y,0.0,1.0
13689,13689,32,admin_,single,high_school,0.0,0.0
13690,13690,49,housemaid,married,professional_course,0.0,1.0
13691,13691,32,unknown,single,professional_course,0.0,1.0
13692,13692,31,blue-collar,single,basic_9y,0.0,1.0
13693,13693,33,admin_,single,high_school,0.0,1.0
13694,13694,22,technician,single,basic_9y,0.0,0.0
13695,13695,29,admin_,married,university_degree,,1.0
